ID,gk,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb
182520,71.0,33.0,27.0,27.0,33.0,30.0,31.0,32.0,29.0,30.0,28.0
219641,17.0,66.0,50.0,49.0,59.0,50.0,70.0,65.0,71.0,67.0,52.0
233977,71.0,21.0,20.0,23.0,21.0,21.0,20.0,20.0,20.0,19.0,20.0
235002,17.0,43.0,61.0,71.0,48.0,62.0,44.0,45.0,47.0,43.0,58.0
169978,18.0,71.0,50.0,40.0,65.0,50.0,70.0,71.0,65.0,71.0,55.0
200443,18.0,66.0,71.0,68.0,67.0,68.0,65.0,69.0,63.0,67.0,71.0
167931,71.0,29.0,27.0,27.0,29.0,28.0,27.0,29.0,25.0,28.0,28.0
177915,14.0,42.0,61.0,71.0,50.0,64.0,42.0,44.0,46.0,41.0,59.0
49659,19.0,71.0,51.0,43.0,66.0,52.0,69.0,70.0,65.0,70.0,54.0
147196,20.0,61.0,71.0,71.0,64.0,70.0,59.0,63.0,60.0,61.0,70.0
228092,18.0,68.0,69.0,70.0,70.0,71.0,67.0,68.0,65.0,66.0,69.0
140029,71.0,31.0,28.0,28.0,29.0,27.0,29.0,31.0,29.0,31.0,28.0
198654,17.0,71.0,69.0,69.0,72.0,71.0,70.0,70.0,70.0,69.0,70.0
204030,19.0,68.0,71.0,68.0,69.0,70.0,68.0,69.0,66.0,69.0,71.0
204542,16.0,69.0,68.0,64.0,71.0,69.0,67.0,70.0,62.0,68.0,70.0
212478,18.0,69.0,57.0,55.0,63.0,55.0,71.0,70.0,71.0,71.0,59.0
215294,19.0,69.0,48.0,48.0,64.0,51.0,71.0,66.0,71.0,67.0,50.0
159998,19.0,69.0,49.0,43.0,61.0,48.0,71.0,71.0,71.0,71.0,53.0
233982,19.0,66.0,71.0,68.0,66.0,68.0,66.0,68.0,64.0,68.0,71.0
53502,19.0,67.0,61.0,62.0,71.0,69.0,64.0,65.0,61.0,63.0,64.0
193278,19.0,63.0,72.0,71.0,66.0,70.0,62.0,67.0,59.0,64.0,72.0
159999,19.0,71.0,51.0,41.0,63.0,48.0,71.0,70.0,71.0,71.0,53.0
107263,18.0,71.0,54.0,49.0,68.0,57.0,71.0,71.0,68.0,71.0,58.0
207616,15.0,56.0,68.0,70.0,60.0,68.0,53.0,58.0,51.0,55.0,67.0
208384,17.0,69.0,69.0,67.0,70.0,70.0,69.0,69.0,67.0,68.0,70.0
210688,18.0,69.0,70.0,65.0,70.0,70.0,68.0,70.0,66.0,69.0,71.0
230400,19.0,46.0,65.0,70.0,50.0,62.0,48.0,49.0,52.0,46.0,61.0
233472,18.0,68.0,52.0,43.0,60.0,48.0,68.0,70.0,66.0,71.0,55.0
179712,16.0,70.0,52.0,42.0,65.0,51.0,69.0,70.0,66.0,70.0,56.0
184320,18.0,68.0,64.0,62.0,70.0,67.0,66.0,67.0,63.0,65.0,64.0
192768,19.0,51.0,66.0,70.0,56.0,65.0,51.0,55.0,50.0,52.0,65.0
143617,19.0,70.0,67.0,67.0,68.0,67.0,70.0,70.0,69.0,70.0,68.0
193537,19.0,70.0,46.0,39.0,61.0,46.0,70.0,68.0,70.0,70.0,49.0
198914,18.0,70.0,64.0,62.0,69.0,66.0,70.0,70.0,69.0,70.0,66.0
160770,17.0,65.0,69.0,70.0,68.0,70.0,65.0,65.0,64.0,63.0,68.0
137987,17.0,48.0,59.0,70.0,55.0,65.0,48.0,45.0,52.0,44.0,56.0
223747,17.0,62.0,70.0,68.0,63.0,67.0,61.0,66.0,57.0,64.0,70.0
225539,18.0,70.0,47.0,41.0,63.0,48.0,70.0,69.0,70.0,70.0,51.0
232451,17.0,44.0,64.0,70.0,51.0,65.0,44.0,46.0,47.0,42.0,60.0
240131,18.0,68.0,52.0,41.0,60.0,46.0,71.0,70.0,69.0,71.0,54.0
178179,18.0,64.0,49.0,51.0,59.0,51.0,67.0,62.0,70.0,63.0,50.0
197893,20.0,60.0,64.0,70.0,65.0,70.0,59.0,59.0,60.0,57.0,64.0
204549,70.0,36.0,29.0,29.0,36.0,34.0,33.0,34.0,31.0,32.0,30.0
206085,18.0,70.0,53.0,43.0,63.0,50.0,70.0,70.0,67.0,71.0,56.0
212229,19.0,70.0,56.0,47.0,65.0,54.0,70.0,70.0,66.0,70.0,59.0
214533,16.0,70.0,63.0,59.0,68.0,63.0,69.0,69.0,67.0,69.0,64.0
156421,21.0,54.0,66.0,70.0,56.0,65.0,53.0,55.0,53.0,54.0,64.0
176389,70.0,28.0,26.0,25.0,29.0,28.0,27.0,27.0,25.0,25.0,26.0
112389,18.0,70.0,49.0,42.0,69.0,55.0,70.0,70.0,64.0,70.0,54.0
201990,18.0,62.0,70.0,70.0,65.0,69.0,61.0,65.0,60.0,63.0,70.0
210438,16.0,70.0,52.0,45.0,63.0,52.0,70.0,70.0,65.0,71.0,55.0
165894,18.0,64.0,46.0,44.0,58.0,46.0,66.0,63.0,70.0,65.0,48.0
210695,19.0,66.0,71.0,70.0,68.0,71.0,66.0,70.0,63.0,67.0,71.0
203528,15.0,69.0,49.0,41.0,61.0,49.0,69.0,70.0,66.0,71.0,53.0
238856,16.0,62.0,66.0,66.0,67.0,70.0,60.0,62.0,58.0,59.0,67.0
184328,11.0,54.0,70.0,70.0,57.0,66.0,55.0,58.0,56.0,57.0,69.0
197641,70.0,22.0,23.0,23.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0
199689,20.0,69.0,57.0,52.0,66.0,57.0,70.0,70.0,70.0,69.0,59.0
200713,18.0,70.0,62.0,60.0,70.0,64.0,70.0,70.0,67.0,70.0,64.0
206601,14.0,56.0,70.0,71.0,60.0,68.0,55.0,61.0,55.0,58.0,70.0
210697,19.0,66.0,68.0,68.0,68.0,69.0,64.0,66.0,63.0,64.0,68.0
214025,18.0,65.0,69.0,69.0,66.0,70.0,63.0,66.0,62.0,64.0,70.0
233993,17.0,62.0,70.0,65.0,64.0,68.0,60.0,65.0,56.0,63.0,70.0
184585,70.0,26.0,27.0,27.0,24.0,25.0,26.0,27.0,25.0,26.0,27.0
189961,16.0,70.0,53.0,49.0,64.0,53.0,72.0,70.0,70.0,71.0,55.0
214026,17.0,67.0,69.0,66.0,65.0,66.0,68.0,70.0,66.0,70.0,70.0
162314,18.0,70.0,62.0,59.0,70.0,64.0,68.0,68.0,66.0,69.0,64.0
233738,17.0,66.0,63.0,64.0,70.0,69.0,64.0,64.0,60.0,63.0,64.0
222475,19.0,68.0,70.0,70.0,70.0,71.0,68.0,70.0,68.0,68.0,70.0
222987,18.0,69.0,68.0,65.0,71.0,70.0,66.0,68.0,61.0,67.0,69.0
223243,19.0,56.0,65.0,70.0,60.0,67.0,57.0,56.0,58.0,54.0,63.0
162315,17.0,60.0,67.0,70.0,63.0,68.0,58.0,61.0,59.0,58.0,66.0
187915,18.0,62.0,42.0,45.0,58.0,47.0,65.0,59.0,70.0,60.0,43.0
199692,20.0,58.0,67.0,70.0,60.0,66.0,56.0,58.0,56.0,57.0,65.0
144396,70.0,23.0,21.0,25.0,24.0,25.0,22.0,22.0,21.0,21.0,22.0
222988,18.0,67.0,67.0,66.0,70.0,70.0,65.0,66.0,62.0,65.0,68.0
226060,20.0,72.0,52.0,39.0,62.0,47.0,74.0,72.0,70.0,75.0,55.0
183565,19.0,63.0,70.0,69.0,63.0,67.0,64.0,65.0,64.0,65.0,70.0
173326,19.0,64.0,50.0,53.0,62.0,55.0,67.0,62.0,70.0,62.0,52.0
188430,17.0,68.0,70.0,69.0,68.0,69.0,67.0,70.0,65.0,68.0,70.0
189710,21.0,51.0,63.0,70.0,56.0,65.0,50.0,51.0,52.0,49.0,61.0
201999,18.0,61.0,70.0,73.0,63.0,70.0,59.0,64.0,56.0,62.0,69.0
207887,20.0,71.0,66.0,62.0,70.0,67.0,70.0,70.0,67.0,70.0,67.0
214031,18.0,40.0,60.0,70.0,48.0,62.0,41.0,43.0,44.0,40.0,57.0
220175,18.0,69.0,68.0,69.0,70.0,70.0,68.0,69.0,67.0,67.0,69.0
230415,17.0,51.0,64.0,70.0,56.0,65.0,51.0,52.0,55.0,50.0,61.0
233231,18.0,65.0,42.0,37.0,57.0,42.0,68.0,63.0,70.0,66.0,44.0
233999,70.0,27.0,25.0,24.0,24.0,23.0,25.0,27.0,23.0,26.0,24.0
238095,15.0,38.0,59.0,70.0,46.0,61.0,37.0,40.0,42.0,36.0,56.0
183823,15.0,41.0,58.0,70.0,48.0,62.0,41.0,41.0,45.0,38.0,55.0
16,18.0,70.0,59.0,57.0,70.0,63.0,69.0,69.0,67.0,68.0,61.0
148496,70.0,39.0,33.0,31.0,42.0,38.0,34.0,38.0,28.0,34.0,35.0
189456,18.0,53.0,65.0,70.0,59.0,67.0,51.0,54.0,51.0,51.0,64.0
214545,17.0,62.0,70.0,71.0,64.0,70.0,61.0,63.0,63.0,62.0,69.0
220177,18.0,70.0,53.0,48.0,66.0,54.0,70.0,70.0,70.0,70.0,56.0
221201,18.0,68.0,70.0,67.0,67.0,67.0,68.0,70.0,65.0,70.0,70.0
221969,19.0,63.0,70.0,67.0,63.0,66.0,63.0,65.0,61.0,65.0,70.0
222225,18.0,64.0,70.0,70.0,65.0,68.0,66.0,67.0,67.0,67.0,70.0
222993,16.0,70.0,47.0,38.0,63.0,46.0,70.0,70.0,69.0,70.0,51.0
202002,18.0,53.0,64.0,70.0,57.0,65.0,52.0,52.0,51.0,50.0,61.0
205330,16.0,70.0,67.0,64.0,68.0,66.0,71.0,72.0,70.0,72.0,68.0
212754,20.0,59.0,70.0,70.0,64.0,69.0,56.0,62.0,54.0,58.0,69.0
156434,17.0,50.0,59.0,70.0,54.0,63.0,50.0,48.0,53.0,47.0,56.0
164626,20.0,67.0,66.0,67.0,70.0,70.0,67.0,68.0,65.0,65.0,67.0
234514,17.0,65.0,70.0,69.0,68.0,70.0,63.0,67.0,60.0,65.0,70.0
170514,18.0,55.0,70.0,70.0,58.0,68.0,55.0,59.0,56.0,57.0,70.0
184338,17.0,55.0,65.0,70.0,58.0,67.0,54.0,55.0,55.0,53.0,63.0
195090,70.0,29.0,26.0,27.0,30.0,28.0,26.0,28.0,25.0,26.0,27.0
214547,18.0,65.0,47.0,46.0,58.0,47.0,68.0,63.0,70.0,65.0,48.0
179731,21.0,68.0,67.0,64.0,70.0,69.0,67.0,69.0,64.0,67.0,69.0
183315,70.0,26.0,24.0,28.0,26.0,28.0,25.0,25.0,25.0,25.0,24.0
204308,70.0,30.0,25.0,27.0,32.0,30.0,27.0,28.0,27.0,26.0,26.0
215572,17.0,61.0,67.0,71.0,65.0,70.0,60.0,60.0,61.0,58.0,67.0
227604,20.0,63.0,43.0,44.0,57.0,45.0,66.0,61.0,70.0,63.0,44.0
234772,16.0,69.0,56.0,45.0,63.0,52.0,68.0,70.0,64.0,70.0,59.0
191252,16.0,66.0,70.0,66.0,66.0,67.0,67.0,69.0,67.0,68.0,70.0
204821,19.0,69.0,59.0,56.0,66.0,60.0,69.0,70.0,69.0,70.0,61.0
184341,17.0,64.0,42.0,41.0,59.0,45.0,67.0,63.0,70.0,64.0,45.0
185109,17.0,61.0,70.0,70.0,63.0,67.0,61.0,64.0,61.0,62.0,69.0
124949,16.0,67.0,70.0,65.0,68.0,69.0,67.0,70.0,63.0,69.0,70.0
211990,70.0,27.0,27.0,28.0,27.0,28.0,26.0,27.0,26.0,26.0,27.0
155671,19.0,63.0,66.0,70.0,67.0,70.0,62.0,63.0,62.0,60.0,66.0
226583,16.0,55.0,65.0,70.0,58.0,67.0,53.0,56.0,52.0,54.0,64.0
193303,15.0,62.0,70.0,69.0,64.0,68.0,60.0,65.0,58.0,62.0,70.0
206104,17.0,63.0,44.0,46.0,57.0,46.0,66.0,62.0,70.0,64.0,46.0
207640,16.0,67.0,46.0,44.0,59.0,46.0,69.0,66.0,70.0,67.0,48.0
220184,21.0,70.0,50.0,39.0,64.0,50.0,70.0,71.0,67.0,71.0,54.0
189208,16.0,67.0,44.0,42.0,59.0,45.0,68.0,65.0,70.0,66.0,46.0
160025,17.0,66.0,70.0,67.0,67.0,68.0,65.0,68.0,63.0,67.0,70.0
230169,70.0,28.0,22.0,24.0,27.0,25.0,26.0,26.0,23.0,24.0,22.0
239641,19.0,62.0,68.0,72.0,65.0,70.0,63.0,62.0,64.0,61.0,67.0
193561,18.0,67.0,70.0,69.0,68.0,68.0,67.0,69.0,67.0,68.0,69.0
194329,19.0,69.0,67.0,65.0,70.0,70.0,67.0,68.0,63.0,67.0,68.0
216346,16.0,63.0,70.0,69.0,62.0,66.0,63.0,66.0,61.0,65.0,69.0
232730,16.0,70.0,56.0,49.0,66.0,56.0,69.0,71.0,65.0,70.0,59.0
169498,20.0,66.0,55.0,58.0,62.0,57.0,68.0,66.0,70.0,67.0,56.0
192026,19.0,70.0,69.0,67.0,70.0,70.0,69.0,70.0,67.0,69.0,70.0
229147,18.0,69.0,70.0,68.0,67.0,67.0,69.0,69.0,67.0,70.0,70.0
28,70.0,25.0,27.0,27.0,24.0,26.0,25.0,27.0,26.0,26.0,27.0
216860,18.0,69.0,48.0,37.0,61.0,47.0,70.0,69.0,67.0,71.0,52.0
220700,17.0,63.0,67.0,69.0,66.0,70.0,62.0,63.0,61.0,61.0,68.0
224796,17.0,44.0,61.0,70.0,46.0,60.0,45.0,45.0,49.0,44.0,58.0
189724,19.0,48.0,64.0,70.0,54.0,64.0,47.0,50.0,48.0,47.0,62.0
160029,17.0,69.0,70.0,66.0,69.0,68.0,68.0,70.0,66.0,70.0,70.0
172317,19.0,54.0,67.0,70.0,60.0,68.0,53.0,55.0,54.0,52.0,65.0
204062,70.0,33.0,26.0,27.0,33.0,30.0,31.0,32.0,30.0,30.0,27.0
215070,18.0,46.0,65.0,70.0,52.0,65.0,44.0,48.0,47.0,45.0,61.0
211999,17.0,58.0,65.0,70.0,64.0,70.0,55.0,57.0,54.0,54.0,65.0
143904,21.0,67.0,50.0,49.0,61.0,51.0,68.0,66.0,70.0,67.0,52.0
185120,17.0,44.0,63.0,70.0,48.0,62.0,43.0,46.0,46.0,44.0,61.0
199201,18.0,64.0,45.0,47.0,62.0,51.0,67.0,62.0,70.0,62.0,47.0
234017,18.0,70.0,56.0,51.0,68.0,59.0,68.0,69.0,65.0,68.0,59.0
235297,16.0,69.0,65.0,62.0,68.0,64.0,69.0,70.0,68.0,70.0,66.0
193057,19.0,66.0,49.0,51.0,63.0,54.0,68.0,65.0,70.0,65.0,52.0
205346,19.0,66.0,70.0,66.0,64.0,66.0,66.0,70.0,63.0,69.0,70.0
205858,18.0,70.0,54.0,47.0,65.0,55.0,70.0,69.0,67.0,70.0,57.0
227362,18.0,54.0,64.0,70.0,58.0,66.0,53.0,54.0,52.0,52.0,63.0
172322,19.0,67.0,70.0,69.0,68.0,69.0,66.0,67.0,64.0,67.0,70.0
171555,70.0,30.0,26.0,28.0,30.0,29.0,28.0,29.0,25.0,27.0,27.0
173859,18.0,66.0,51.0,45.0,58.0,48.0,69.0,66.0,70.0,68.0,54.0
190499,18.0,70.0,50.0,39.0,64.0,49.0,69.0,69.0,64.0,69.0,53.0
209444,18.0,50.0,64.0,70.0,54.0,64.0,50.0,53.0,52.0,50.0,62.0
235812,16.0,67.0,51.0,50.0,60.0,51.0,68.0,67.0,70.0,68.0,53.0
187940,19.0,59.0,66.0,69.0,65.0,70.0,56.0,58.0,51.0,55.0,66.0
209957,70.0,29.0,26.0,27.0,29.0,28.0,27.0,28.0,25.0,26.0,26.0
235813,17.0,71.0,63.0,59.0,70.0,65.0,70.0,70.0,67.0,70.0,65.0
45605,18.0,68.0,63.0,65.0,70.0,67.0,67.0,67.0,65.0,66.0,64.0
234278,17.0,53.0,63.0,70.0,54.0,62.0,55.0,53.0,60.0,53.0,61.0
223016,17.0,50.0,66.0,70.0,55.0,65.0,50.0,53.0,53.0,50.0,64.0
233512,18.0,60.0,70.0,70.0,62.0,68.0,59.0,62.0,58.0,60.0,68.0
163625,17.0,68.0,68.0,68.0,70.0,70.0,67.0,68.0,66.0,67.0,69.0
232489,17.0,68.0,53.0,42.0,62.0,50.0,68.0,70.0,63.0,70.0,57.0
183593,19.0,69.0,52.0,42.0,62.0,48.0,70.0,70.0,66.0,70.0,55.0
138026,70.0,28.0,23.0,27.0,29.0,28.0,26.0,26.0,25.0,25.0,23.0
215082,20.0,69.0,53.0,47.0,63.0,52.0,71.0,70.0,69.0,71.0,56.0
160042,18.0,62.0,70.0,68.0,65.0,69.0,60.0,66.0,58.0,62.0,70.0
220203,22.0,69.0,52.0,43.0,66.0,53.0,68.0,70.0,64.0,69.0,56.0
230443,18.0,65.0,69.0,70.0,68.0,70.0,63.0,65.0,62.0,63.0,68.0
183339,19.0,69.0,60.0,54.0,67.0,60.0,70.0,70.0,70.0,69.0,62.0
195371,18.0,48.0,68.0,70.0,54.0,66.0,47.0,51.0,52.0,49.0,65.0
202540,18.0,55.0,63.0,70.0,63.0,69.0,53.0,55.0,52.0,50.0,62.0
220204,18.0,66.0,46.0,40.0,59.0,45.0,69.0,66.0,70.0,68.0,49.0
160044,19.0,61.0,70.0,70.0,64.0,70.0,59.0,63.0,58.0,60.0,70.0
230188,17.0,62.0,70.0,68.0,63.0,67.0,62.0,66.0,62.0,65.0,70.0
189996,20.0,68.0,61.0,61.0,66.0,62.0,69.0,68.0,70.0,68.0,62.0
192045,15.0,69.0,70.0,64.0,69.0,67.0,69.0,71.0,66.0,70.0,71.0
194349,16.0,67.0,57.0,52.0,62.0,55.0,69.0,69.0,70.0,70.0,59.0
197678,70.0,27.0,29.0,32.0,29.0,32.0,26.0,28.0,28.0,26.0,29.0
206126,19.0,69.0,49.0,41.0,61.0,47.0,70.0,70.0,70.0,70.0,52.0
217646,70.0,36.0,27.0,29.0,36.0,31.0,32.0,34.0,28.0,33.0,28.0
230190,17.0,60.0,70.0,70.0,63.0,69.0,59.0,63.0,60.0,61.0,69.0
173614,14.0,43.0,63.0,70.0,51.0,63.0,41.0,46.0,43.0,42.0,60.0
110638,70.0,28.0,26.0,28.0,29.0,28.0,28.0,29.0,29.0,27.0,26.0
121134,70.0,26.0,27.0,31.0,27.0,28.0,25.0,26.0,25.0,25.0,27.0
204847,18.0,59.0,70.0,67.0,60.0,65.0,60.0,64.0,58.0,62.0,70.0
218415,19.0,65.0,70.0,71.0,68.0,71.0,64.0,67.0,62.0,64.0,70.0
222511,70.0,31.0,28.0,28.0,30.0,29.0,28.0,30.0,27.0,29.0,28.0
160047,17.0,64.0,70.0,68.0,65.0,67.0,63.0,66.0,61.0,65.0,70.0
203568,19.0,70.0,58.0,52.0,68.0,58.0,70.0,72.0,67.0,71.0,61.0
152880,18.0,67.0,69.0,69.0,70.0,70.0,67.0,68.0,67.0,67.0,70.0
219184,14.0,40.0,61.0,70.0,46.0,61.0,38.0,42.0,39.0,39.0,58.0
212785,18.0,67.0,46.0,45.0,59.0,47.0,69.0,65.0,70.0,66.0,48.0
234033,18.0,70.0,56.0,51.0,69.0,60.0,69.0,70.0,66.0,70.0,60.0
177969,20.0,49.0,62.0,70.0,54.0,64.0,48.0,50.0,50.0,48.0,61.0
203570,17.0,68.0,58.0,53.0,65.0,58.0,68.0,70.0,67.0,69.0,61.0
220466,13.0,66.0,70.0,68.0,67.0,68.0,66.0,67.0,64.0,67.0,70.0
223794,19.0,68.0,55.0,48.0,62.0,53.0,68.0,69.0,65.0,71.0,57.0
170290,18.0,70.0,50.0,41.0,65.0,51.0,68.0,70.0,65.0,70.0,55.0
205619,16.0,67.0,70.0,66.0,66.0,66.0,67.0,68.0,62.0,68.0,70.0
229683,17.0,67.0,45.0,41.0,61.0,46.0,69.0,65.0,70.0,67.0,47.0
230195,18.0,59.0,70.0,70.0,61.0,69.0,60.0,61.0,62.0,60.0,68.0
193331,70.0,31.0,29.0,26.0,31.0,29.0,29.0,31.0,27.0,30.0,30.0
196916,17.0,66.0,68.0,67.0,70.0,70.0,65.0,67.0,64.0,65.0,69.0
139572,18.0,70.0,52.0,45.0,66.0,53.0,69.0,70.0,67.0,70.0,55.0
225844,16.0,70.0,54.0,42.0,64.0,51.0,69.0,71.0,63.0,71.0,57.0
205365,17.0,69.0,53.0,46.0,65.0,53.0,69.0,70.0,67.0,70.0,56.0
208437,18.0,69.0,59.0,57.0,69.0,63.0,69.0,70.0,69.0,69.0,61.0
217653,19.0,63.0,67.0,69.0,67.0,70.0,60.0,62.0,59.0,60.0,67.0
160053,17.0,60.0,66.0,70.0,62.0,67.0,59.0,59.0,59.0,58.0,65.0
230965,17.0,63.0,68.0,67.0,67.0,70.0,60.0,63.0,56.0,60.0,68.0
182837,18.0,70.0,55.0,48.0,64.0,53.0,71.0,70.0,70.0,71.0,57.0
214582,70.0,29.0,29.0,29.0,27.0,27.0,27.0,29.0,26.0,29.0,28.0
222262,18.0,66.0,43.0,39.0,59.0,44.0,68.0,65.0,70.0,66.0,46.0
160056,18.0,52.0,65.0,70.0,55.0,64.0,51.0,54.0,56.0,52.0,63.0
165176,19.0,69.0,56.0,51.0,66.0,57.0,70.0,70.0,70.0,70.0,59.0
197689,70.0,28.0,22.0,23.0,28.0,26.0,25.0,26.0,23.0,25.0,23.0
216377,18.0,58.0,44.0,49.0,54.0,47.0,63.0,56.0,70.0,58.0,45.0
178233,19.0,69.0,67.0,66.0,70.0,69.0,67.0,68.0,66.0,67.0,67.0
198970,16.0,52.0,65.0,70.0,58.0,67.0,51.0,53.0,54.0,50.0,64.0
204346,19.0,70.0,62.0,55.0,67.0,61.0,68.0,70.0,63.0,70.0,64.0
202811,70.0,33.0,28.0,30.0,32.0,30.0,31.0,32.0,30.0,31.0,27.0
204347,16.0,48.0,59.0,70.0,54.0,65.0,47.0,46.0,51.0,44.0,57.0
211515,70.0,30.0,29.0,28.0,29.0,29.0,29.0,30.0,29.0,29.0,30.0
214331,18.0,64.0,46.0,47.0,58.0,48.0,66.0,62.0,70.0,63.0,47.0
107579,70.0,30.0,29.0,30.0,31.0,31.0,29.0,30.0,29.0,29.0,29.0
239675,16.0,68.0,70.0,68.0,69.0,69.0,68.0,69.0,66.0,68.0,70.0
208700,17.0,69.0,51.0,44.0,61.0,49.0,71.0,70.0,70.0,72.0,54.0
210236,20.0,54.0,62.0,70.0,59.0,66.0,54.0,54.0,56.0,51.0,60.0
156988,16.0,68.0,66.0,67.0,70.0,70.0,67.0,67.0,66.0,66.0,67.0
239932,70.0,26.0,23.0,23.0,25.0,24.0,25.0,26.0,25.0,25.0,23.0
202557,17.0,67.0,47.0,43.0,61.0,48.0,68.0,67.0,70.0,68.0,50.0
168253,21.0,70.0,49.0,42.0,63.0,49.0,70.0,70.0,70.0,70.0,52.0
218430,18.0,55.0,69.0,70.0,58.0,65.0,54.0,56.0,54.0,55.0,66.0
240702,20.0,64.0,47.0,45.0,59.0,48.0,67.0,62.0,70.0,63.0,48.0
186430,17.0,63.0,49.0,50.0,59.0,50.0,66.0,63.0,70.0,64.0,51.0
135743,18.0,64.0,48.0,48.0,59.0,49.0,67.0,63.0,70.0,64.0,49.0
202559,18.0,70.0,49.0,40.0,63.0,48.0,68.0,69.0,63.0,70.0,52.0
203327,17.0,64.0,41.0,40.0,59.0,44.0,67.0,64.0,70.0,64.0,44.0
211263,18.0,52.0,65.0,70.0,56.0,65.0,52.0,54.0,53.0,52.0,63.0
192319,19.0,66.0,70.0,67.0,67.0,68.0,65.0,68.0,62.0,67.0,70.0
230464,19.0,70.0,55.0,51.0,68.0,58.0,67.0,67.0,62.0,68.0,57.0
232512,19.0,67.0,55.0,43.0,62.0,50.0,67.0,70.0,63.0,70.0,58.0
192320,19.0,67.0,66.0,66.0,70.0,68.0,67.0,67.0,68.0,66.0,66.0
197441,19.0,57.0,70.0,68.0,60.0,66.0,57.0,61.0,57.0,60.0,69.0
203841,70.0,30.0,26.0,26.0,30.0,29.0,28.0,29.0,25.0,27.0,26.0
223297,21.0,68.0,68.0,68.0,70.0,70.0,67.0,68.0,64.0,66.0,69.0
170305,19.0,66.0,70.0,70.0,70.0,70.0,64.0,66.0,64.0,64.0,70.0
183361,19.0,50.0,62.0,70.0,61.0,70.0,45.0,48.0,46.0,43.0,59.0
190529,18.0,70.0,59.0,55.0,67.0,60.0,69.0,70.0,66.0,70.0,61.0
138306,17.0,69.0,53.0,48.0,63.0,52.0,70.0,69.0,70.0,70.0,55.0
160066,18.0,48.0,63.0,70.0,53.0,64.0,49.0,48.0,53.0,46.0,60.0
228674,19.0,64.0,70.0,67.0,64.0,68.0,62.0,65.0,58.0,64.0,70.0
212803,17.0,70.0,53.0,45.0,64.0,52.0,70.0,70.0,67.0,71.0,56.0
219715,70.0,29.0,28.0,27.0,29.0,28.0,28.0,28.0,26.0,27.0,28.0
163907,19.0,63.0,69.0,70.0,65.0,69.0,62.0,65.0,61.0,63.0,68.0
184643,19.0,66.0,70.0,66.0,67.0,67.0,66.0,68.0,65.0,67.0,70.0
203588,20.0,68.0,58.0,51.0,64.0,57.0,68.0,70.0,67.0,70.0,60.0
213316,20.0,44.0,64.0,70.0,50.0,63.0,43.0,46.0,46.0,42.0,60.0
160068,19.0,46.0,65.0,70.0,50.0,62.0,48.0,49.0,52.0,46.0,61.0
225604,18.0,68.0,57.0,49.0,63.0,55.0,68.0,70.0,65.0,70.0,59.0
212037,19.0,67.0,62.0,55.0,65.0,60.0,67.0,70.0,65.0,69.0,64.0
213573,70.0,30.0,28.0,28.0,31.0,30.0,29.0,30.0,28.0,29.0,29.0
214085,15.0,56.0,70.0,68.0,59.0,67.0,55.0,59.0,53.0,56.0,69.0
232517,17.0,68.0,46.0,31.0,62.0,44.0,66.0,70.0,59.0,70.0,51.0
183365,16.0,42.0,61.0,70.0,49.0,63.0,40.0,43.0,41.0,40.0,58.0
222022,17.0,66.0,70.0,64.0,66.0,65.0,64.0,69.0,59.0,67.0,71.0
13127,16.0,70.0,56.0,53.0,70.0,61.0,69.0,67.0,64.0,69.0,59.0
214343,18.0,61.0,69.0,68.0,65.0,70.0,59.0,63.0,57.0,59.0,68.0
222535,18.0,63.0,70.0,67.0,63.0,66.0,62.0,67.0,60.0,65.0,70.0
192071,17.0,68.0,50.0,37.0,61.0,47.0,68.0,70.0,64.0,70.0,54.0
209736,19.0,71.0,54.0,46.0,64.0,52.0,72.0,72.0,70.0,73.0,58.0
230472,16.0,70.0,58.0,54.0,65.0,57.0,69.0,69.0,67.0,70.0,59.0
231240,17.0,70.0,49.0,39.0,60.0,46.0,71.0,70.0,66.0,73.0,53.0
192072,16.0,69.0,52.0,43.0,64.0,50.0,70.0,70.0,67.0,70.0,55.0
205641,19.0,69.0,47.0,36.0,63.0,46.0,70.0,70.0,68.0,71.0,51.0
203850,17.0,54.0,64.0,70.0,58.0,66.0,52.0,54.0,51.0,51.0,61.0
205386,70.0,28.0,27.0,29.0,29.0,29.0,27.0,28.0,26.0,27.0,28.0
230474,17.0,70.0,51.0,41.0,64.0,50.0,69.0,70.0,66.0,70.0,55.0
189514,17.0,66.0,70.0,67.0,66.0,67.0,66.0,68.0,64.0,67.0,70.0
157515,20.0,64.0,70.0,68.0,66.0,68.0,64.0,66.0,63.0,65.0,70.0
162891,19.0,68.0,68.0,66.0,70.0,70.0,67.0,69.0,65.0,68.0,70.0
225100,16.0,57.0,69.0,70.0,58.0,66.0,56.0,61.0,55.0,58.0,68.0
226636,18.0,69.0,59.0,51.0,67.0,59.0,67.0,70.0,63.0,69.0,61.0
232524,19.0,57.0,70.0,70.0,61.0,68.0,59.0,61.0,61.0,60.0,70.0
170828,17.0,70.0,54.0,48.0,63.0,52.0,70.0,69.0,69.0,70.0,56.0
215117,15.0,65.0,68.0,69.0,67.0,70.0,64.0,66.0,61.0,64.0,69.0
215373,17.0,70.0,49.0,38.0,67.0,51.0,68.0,70.0,63.0,69.0,54.0
